target_days = 30
sarima_params =
	order = (2, 0, 0)
	seasonal_order = (1, 0, 2, 7)
dates,occupancy,forecast
2019-03-02,146,113.69414257168354
2019-03-03,149,117.01060106175186
2019-03-04,156,117.5584547168752
2019-03-05,156,115.8190597512601
2019-03-06,160,116.13894756664244
2019-03-07,151,114.24854383814987
2019-03-08,148,109.21825296339291
2019-03-09,143,118.45787386733376
2019-03-10,130,121.07617038979555
2019-03-11,135,121.70957004307894
2019-03-12,139,120.36580970382187
2019-03-13,127,120.58884913954319
2019-03-14,124,118.28100340598273
2019-03-15,130,112.2904314878906
2019-03-16,124,121.32020459085987
2019-03-17,130,123.8182076005666
2019-03-18,133,124.34523966172704
2019-03-19,151,122.90029025329184
2019-03-20,144,123.02610123385901
2019-03-21,138,120.62482619781122
2019-03-22,145,114.54449641396305
2019-03-23,138,123.48759529025445
2019-03-24,125,125.90239316501388
2019-03-25,141,126.34945274645183
2019-03-26,123,124.82764150484127
2019-03-27,129,124.87949886536808
2019-03-28,141,122.40716397057766
2019-03-29,142,116.25858721719672
2019-03-30,133,125.13569850307302
2019-03-31,107,127.48718534268956
