dates,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,08,Baden-Württemberg,08316,LK Emmendingen,3,3,5,3,5,29,29,5
2020-04-25,08,Baden-Württemberg,08316,LK Emmendingen,3,3,7,5,5,29,29,5
2020-04-26,08,Baden-Württemberg,08316,LK Emmendingen,3,3,6,4,4,30,30,4
2020-04-27,08,Baden-Württemberg,08316,LK Emmendingen,3,3,6,4,4,30,30,4
2020-04-28,08,Baden-Württemberg,08316,LK Emmendingen,3,3,6,4,5,30,30,5
2020-04-29,08,Baden-Württemberg,08316,LK Emmendingen,3,3,5,4,5,29,29,5
2020-04-30,08,Baden-Württemberg,08316,LK Emmendingen,3,3,5,2,3,30,30,3
2020-05-01,08,Baden-Württemberg,08316,LK Emmendingen,3,3,4,3,4,29,29,4
2020-05-02,08,Baden-Württemberg,08316,LK Emmendingen,3,3,4,2,3,30,30,3
2020-05-03,08,Baden-Württemberg,08316,LK Emmendingen,3,3,14,3,2,31,31,2
2020-05-04,08,Baden-Württemberg,08316,LK Emmendingen,3,3,4,3,2,31,31,2
2020-05-05,08,Baden-Württemberg,08316,LK Emmendingen,3,3,4,3,4,30,30,4
2020-05-06,08,Baden-Württemberg,08316,LK Emmendingen,3,3,4,2,6,28,28,6
2020-05-07,08,Baden-Württemberg,08316,LK Emmendingen,3,3,3,2,5,29,29,5
2020-05-08,08,Baden-Württemberg,08316,LK Emmendingen,3,3,3,1,6,28,28,6
2020-05-09,08,Baden-Württemberg,08316,LK Emmendingen,3,3,3,1,5,29,29,5
2020-05-10,08,Baden-Württemberg,08316,LK Emmendingen,3,3,3,2,6,28,28,6
2020-05-11,08,Baden-Württemberg,08316,LK Emmendingen,3,3,3,1,5,29,29,5
2020-05-12,08,Baden-Württemberg,08316,LK Emmendingen,3,3,3,1,6,28,28,6
2020-05-13,08,Baden-Württemberg,08316,LK Emmendingen,3,3,3,1,6,29,29,6
2020-05-14,08,Baden-Württemberg,08316,LK Emmendingen,3,3,3,1,3,32,32,3
2020-05-15,08,Baden-Württemberg,08316,LK Emmendingen,3,3,2,1,4,31,31,4
2020-05-16,08,Baden-Württemberg,08316,LK Emmendingen,3,3,2,1,4,30,30,4
2020-05-17,08,Baden-Württemberg,08316,LK Emmendingen,3,3,3,1,7,27,27,7
2020-05-18,08,Baden-Württemberg,08316,LK Emmendingen,3,3,3,1,6,28,28,6
2020-05-19,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,6,28,28,6
2020-05-20,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,8,26,26,8
2020-05-21,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,5,29,29,5
2020-05-22,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,4,31,31,4
2020-05-23,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,3,31,31,3
2020-05-24,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,5,29,29,5
2020-05-25,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,5,29,29,5
2020-05-26,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,5,29,29,5
2020-05-27,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,2,31,31,2
2020-05-28,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,3,30,30,3
2020-05-29,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,2,31,31,2
2020-05-30,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,5,29,29,5
2020-05-31,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,6,28,28,6
2020-06-01,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,4,30,30,4
2020-06-02,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,8,26,26,8
2020-06-03,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,7,26,26,7
2020-06-04,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,5,29,29,5
2020-06-05,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,3,31,31,3
2020-06-06,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,5,29,29,5
2020-06-07,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,8,26,26,8
2020-06-08,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,8,26,26,8
2020-06-09,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,7,27,27,7
2020-06-10,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,5,29,29,5
2020-06-11,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,6,28,28,6
2020-06-12,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,8,26,26,8
2020-06-13,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,5,29,29,5
2020-06-14,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,6,28,28,6
2020-06-15,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,6,28,28,6
2020-06-16,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,8,26,26,8
2020-06-17,08,Baden-Württemberg,08316,LK Emmendingen,3,3,1,1,7,27,27,7
2020-06-18,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,8,26,26,8
2020-06-19,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,6,28,28,6
2020-06-20,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,8,26,26,8
2020-06-21,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,8,26,26,8
2020-06-22,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,5,29,29,5
2020-06-23,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,7,27,27,7
2020-06-24,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,7,27,27,7
2020-06-25,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,7,27,27,7
2020-06-26,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,5,29,29,5
2020-06-27,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,8,26,26,8
2020-06-28,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,5,29,29,5
2020-06-29,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,4,30,30,4
2020-06-30,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,6,28,28,6
2020-07-01,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,7,27,27,7
2020-07-02,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,6,28,28,6
2020-07-03,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,5,29,29,5
2020-07-04,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,5,29,29,5
2020-07-05,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,5,29,29,5
2020-07-06,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,5,29,29,5
2020-07-07,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,5,29,29,5
2020-07-08,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,5,29,29,5
2020-07-09,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,5,29,29,5
2020-07-10,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,8,26,26,8
2020-07-11,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,5,29,29,5
2020-07-12,08,Baden-Württemberg,08316,LK Emmendingen,3,3,0,0,5,29,29,5
