dates,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,5,3,44,34,34,44
2020-04-25,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,6,4,49,39,39,49
2020-04-26,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,7,4,47,40,40,47
2020-04-27,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,7,4,29,48,48,29
2020-04-28,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,6,5,28,50,50,28
2020-04-29,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,6,5,32,45,45,32
2020-04-30,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,7,5,29,47,47,29
2020-05-01,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,8,5,30,47,47,30
2020-05-02,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,8,6,31,45,45,31
2020-05-03,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,8,6,29,47,47,29
2020-05-04,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,8,6,28,49,49,28
2020-05-05,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,9,7,27,49,49,27
2020-05-06,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,8,6,31,45,45,31
2020-05-07,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,8,6,28,49,49,28
2020-05-08,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,8,7,25,50,50,25
2020-05-09,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,9,7,28,49,49,28
2020-05-10,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,9,7,41,36,36,41
2020-05-11,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,9,7,29,48,48,29
2020-05-12,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,7,6,34,43,43,34
2020-05-13,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,7,6,27,50,50,27
2020-05-14,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,8,5,29,37,37,29
2020-05-15,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,8,6,20,45,45,20
2020-05-16,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,7,6,24,41,41,24
2020-05-17,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,7,6,24,38,38,24
2020-05-18,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,6,4,28,36,36,28
2020-05-19,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,6,3,25,40,40,25
2020-05-20,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,3,3,22,44,44,22
2020-05-21,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,3,3,22,44,44,22
2020-05-22,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,2,1,22,45,45,22
2020-05-23,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,2,1,21,46,46,21
2020-05-24,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,1,1,26,37,37,26
2020-05-25,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,2,2,28,45,45,28
2020-05-26,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,2,1,22,41,41,22
2020-05-27,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,1,0,15,47,47,15
2020-05-28,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,1,0,24,38,38,24
2020-05-29,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,1,0,24,37,37,24
2020-05-30,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,2,0,20,41,41,20
2020-05-31,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,1,0,23,44,44,23
2020-06-01,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,1,0,20,47,47,20
2020-06-02,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,1,0,26,41,41,26
2020-06-03,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,1,0,18,55,55,18
2020-06-04,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,1,0,24,43,43,24
2020-06-05,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,1,0,23,44,44,23
2020-06-06,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,1,0,25,44,44,25
2020-06-07,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,1,0,28,40,40,28
2020-06-08,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,1,0,24,43,43,24
2020-06-09,05,Nordrhein-Westfalen,05154,LK Kleve,5,5,1,0,20,48,48,20
