dates,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,05,Nordrhein-Westfalen,05114,SK Krefeld,4,4,14,13,25,72,72,25
2020-04-25,05,Nordrhein-Westfalen,05114,SK Krefeld,4,4,16,10,18,69,69,18
2020-04-26,05,Nordrhein-Westfalen,05114,SK Krefeld,4,4,15,10,20,67,67,20
2020-04-27,05,Nordrhein-Westfalen,05114,SK Krefeld,4,4,14,9,17,71,71,17
2020-04-28,05,Nordrhein-Westfalen,05114,SK Krefeld,4,4,13,8,20,70,70,20
2020-04-29,05,Nordrhein-Westfalen,05114,SK Krefeld,4,4,13,8,21,69,69,21
2020-04-30,05,Nordrhein-Westfalen,05114,SK Krefeld,4,4,11,9,22,70,70,22
2020-05-01,05,Nordrhein-Westfalen,05114,SK Krefeld,4,5,14,10,36,75,65,31
2020-05-02,05,Nordrhein-Westfalen,05114,SK Krefeld,4,5,9,7,40,69,59,35
2020-05-03,05,Nordrhein-Westfalen,05114,SK Krefeld,4,5,9,7,35,76,66,30
2020-05-04,05,Nordrhein-Westfalen,05114,SK Krefeld,4,5,9,7,34,75,64,30
2020-05-05,05,Nordrhein-Westfalen,05114,SK Krefeld,4,6,9,7,38,113,102,34
2020-05-06,05,Nordrhein-Westfalen,05114,SK Krefeld,4,6,9,7,39,114,104,34
2020-05-07,05,Nordrhein-Westfalen,05114,SK Krefeld,4,6,9,6,35,70,62,28
2020-05-08,05,Nordrhein-Westfalen,05114,SK Krefeld,4,6,8,6,30,74,64,25
2020-05-09,05,Nordrhein-Westfalen,05114,SK Krefeld,4,6,7,6,33,71,63,26
2020-05-10,05,Nordrhein-Westfalen,05114,SK Krefeld,4,6,7,6,33,71,62,27
2020-05-11,05,Nordrhein-Westfalen,05114,SK Krefeld,4,6,8,7,42,65,56,36
2020-05-12,05,Nordrhein-Westfalen,05114,SK Krefeld,4,6,7,6,27,75,67,20
2020-05-13,05,Nordrhein-Westfalen,05114,SK Krefeld,4,6,7,6,35,70,62,28
2020-05-14,05,Nordrhein-Westfalen,05114,SK Krefeld,4,6,5,5,27,78,69,21
2020-05-15,05,Nordrhein-Westfalen,05114,SK Krefeld,4,6,6,6,20,80,70,15
2020-05-16,05,Nordrhein-Westfalen,05114,SK Krefeld,4,6,5,5,16,83,71,13
2020-05-17,05,Nordrhein-Westfalen,05114,SK Krefeld,4,6,5,5,18,81,69,15
2020-05-18,05,Nordrhein-Westfalen,05114,SK Krefeld,4,6,4,4,25,80,67,23
2020-05-19,05,Nordrhein-Westfalen,05114,SK Krefeld,4,6,6,4,15,75,64,11
2020-05-20,05,Nordrhein-Westfalen,05114,SK Krefeld,4,6,5,4,18,71,60,14
