dates,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,12,Brandenburg,12054,SK Potsdam,4,4,10,8,34,39,37,30
2020-04-25,12,Brandenburg,12054,SK Potsdam,4,4,10,8,40,33,31,36
2020-04-26,12,Brandenburg,12054,SK Potsdam,4,4,9,7,38,35,33,34
2020-04-27,12,Brandenburg,12054,SK Potsdam,4,4,7,5,39,34,31,36
2020-04-28,12,Brandenburg,12054,SK Potsdam,4,4,8,4,38,35,31,36
2020-04-29,12,Brandenburg,12054,SK Potsdam,4,4,6,4,31,39,36,28
2020-04-30,12,Brandenburg,12054,SK Potsdam,4,4,6,4,33,36,34,29
2020-05-01,12,Brandenburg,12054,SK Potsdam,4,4,6,3,34,35,33,30
2020-05-02,12,Brandenburg,12054,SK Potsdam,4,4,5,3,34,35,33,30
2020-05-03,12,Brandenburg,12054,SK Potsdam,4,4,5,2,38,31,29,34
2020-05-04,12,Brandenburg,12054,SK Potsdam,4,4,5,2,35,34,30,33
2020-05-05,12,Brandenburg,12054,SK Potsdam,4,4,5,2,55,33,31,51
2020-05-06,12,Brandenburg,12054,SK Potsdam,4,4,4,2,36,33,31,32
2020-05-07,12,Brandenburg,12054,SK Potsdam,4,4,4,2,21,28,26,17
2020-05-08,12,Brandenburg,12054,SK Potsdam,4,4,5,3,37,32,29,34
2020-05-09,12,Brandenburg,12054,SK Potsdam,4,4,6,4,39,28,25,36
2020-05-10,12,Brandenburg,12054,SK Potsdam,4,4,5,4,39,28,25,36
2020-05-11,12,Brandenburg,12054,SK Potsdam,4,4,5,4,37,30,27,34
2020-05-12,12,Brandenburg,12054,SK Potsdam,4,4,5,4,32,35,32,29
2020-05-13,12,Brandenburg,12054,SK Potsdam,4,4,6,4,30,37,32,29
2020-05-14,12,Brandenburg,12054,SK Potsdam,4,4,7,4,25,42,36,25
2020-05-15,12,Brandenburg,12054,SK Potsdam,4,4,5,3,25,42,36,25
2020-05-16,12,Brandenburg,12054,SK Potsdam,4,4,5,3,33,34,29,32
2020-05-17,12,Brandenburg,12054,SK Potsdam,4,4,5,3,30,37,33,28
2020-05-18,12,Brandenburg,12054,SK Potsdam,4,4,5,3,36,31,27,34
2020-05-19,12,Brandenburg,12054,SK Potsdam,4,4,4,2,25,42,39,22
2020-05-20,12,Brandenburg,12054,SK Potsdam,4,4,4,2,28,39,36,25
2020-05-21,12,Brandenburg,12054,SK Potsdam,4,4,3,2,32,35,32,29
2020-05-22,12,Brandenburg,12054,SK Potsdam,4,4,3,2,34,33,30,31
2020-05-23,12,Brandenburg,12054,SK Potsdam,4,4,3,2,31,36,32,29
2020-05-24,12,Brandenburg,12054,SK Potsdam,4,4,3,2,32,35,32,29
2020-05-25,12,Brandenburg,12054,SK Potsdam,4,4,3,2,29,38,33,28
2020-05-26,12,Brandenburg,12054,SK Potsdam,4,4,2,2,30,42,38,28
2020-05-27,12,Brandenburg,12054,SK Potsdam,4,4,2,2,26,46,42,24
2020-05-28,12,Brandenburg,12054,SK Potsdam,4,4,3,2,23,49,45,21
2020-05-29,12,Brandenburg,12054,SK Potsdam,4,4,2,1,28,44,41,25
2020-05-30,12,Brandenburg,12054,SK Potsdam,4,4,1,1,32,41,37,30
2020-05-31,12,Brandenburg,12054,SK Potsdam,4,4,1,1,36,37,34,33
2020-06-01,12,Brandenburg,12054,SK Potsdam,4,4,1,1,37,36,32,35
2020-06-02,12,Brandenburg,12054,SK Potsdam,4,4,1,1,34,39,36,31
2020-06-03,12,Brandenburg,12054,SK Potsdam,4,4,0,0,33,40,36,31
2020-06-04,12,Brandenburg,12054,SK Potsdam,4,4,0,0,27,46,41,26
2020-06-05,12,Brandenburg,12054,SK Potsdam,4,4,0,0,26,45,42,25
2020-06-06,12,Brandenburg,12054,SK Potsdam,4,4,0,0,24,47,44,23
2020-06-07,12,Brandenburg,12054,SK Potsdam,4,4,0,0,28,55,51,27
2020-06-08,12,Brandenburg,12054,SK Potsdam,4,4,0,0,34,50,47,31
2020-06-09,12,Brandenburg,12054,SK Potsdam,4,4,0,0,32,52,48,30
2020-06-10,12,Brandenburg,12054,SK Potsdam,4,4,0,0,30,54,50,28
2020-06-11,12,Brandenburg,12054,SK Potsdam,4,4,0,0,30,54,50,28
2020-06-12,12,Brandenburg,12054,SK Potsdam,4,4,0,0,27,57,53,25
2020-06-13,12,Brandenburg,12054,SK Potsdam,4,4,0,0,35,49,46,32
2020-06-14,12,Brandenburg,12054,SK Potsdam,4,4,0,0,36,48,45,33
2020-06-15,12,Brandenburg,12054,SK Potsdam,4,4,0,0,39,45,41,37
2020-06-16,12,Brandenburg,12054,SK Potsdam,4,4,0,0,30,54,49,29
2020-06-17,12,Brandenburg,12054,SK Potsdam,4,4,0,0,30,54,48,30
2020-06-18,12,Brandenburg,12054,SK Potsdam,4,4,0,0,31,53,47,31
2020-06-19,12,Brandenburg,12054,SK Potsdam,4,4,0,0,30,54,49,29
2020-06-20,12,Brandenburg,12054,SK Potsdam,4,4,0,0,40,44,39,39
