dates,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,06,Hessen,06535,LK Vogelsbergkreis,4,4,2,2,27,12,12,27
2020-04-25,06,Hessen,06535,LK Vogelsbergkreis,4,4,2,1,23,18,18,23
2020-04-26,06,Hessen,06535,LK Vogelsbergkreis,4,4,2,1,21,20,20,21
2020-04-27,06,Hessen,06535,LK Vogelsbergkreis,4,4,2,1,21,20,20,21
2020-04-28,06,Hessen,06535,LK Vogelsbergkreis,4,4,2,1,20,19,19,20
2020-04-29,06,Hessen,06535,LK Vogelsbergkreis,4,4,2,1,20,20,20,20
2020-04-30,06,Hessen,06535,LK Vogelsbergkreis,4,4,2,1,23,16,16,23
2020-05-01,06,Hessen,06535,LK Vogelsbergkreis,4,4,2,1,22,16,16,22
2020-05-02,06,Hessen,06535,LK Vogelsbergkreis,4,4,2,1,23,17,17,23
2020-05-03,06,Hessen,06535,LK Vogelsbergkreis,4,4,2,1,21,17,17,21
2020-05-04,06,Hessen,06535,LK Vogelsbergkreis,4,4,2,1,20,17,17,20
2020-05-05,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,1,16,21,21,16
2020-05-06,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,1,14,21,21,14
2020-05-07,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,1,15,20,20,15
2020-05-08,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,1,22,17,17,22
2020-05-09,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,1,21,18,18,21
2020-05-10,06,Hessen,06535,LK Vogelsbergkreis,4,4,2,1,22,17,17,22
2020-05-11,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,1,23,16,16,23
2020-05-12,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,1,25,14,14,25
2020-05-13,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,1,28,13,13,28
2020-05-14,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,1,27,19,19,27
2020-05-15,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,1,29,13,13,29
2020-05-16,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,1,29,15,15,29
2020-05-17,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,1,29,15,15,29
2020-05-18,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,1,28,13,13,28
2020-05-19,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,0,28,12,12,28
2020-05-20,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,0,29,10,10,29
2020-05-21,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,0,26,13,13,26
2020-05-22,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,0,26,14,14,26
2020-05-23,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,0,25,14,14,25
2020-05-24,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,0,24,15,15,24
2020-05-25,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,0,24,15,15,24
2020-05-26,06,Hessen,06535,LK Vogelsbergkreis,4,4,1,0,25,14,14,25
2020-05-27,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,25,14,14,25
2020-05-28,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,24,15,15,24
2020-05-29,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,21,18,18,21
2020-05-30,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,18,19,19,18
2020-05-31,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,18,17,17,18
2020-06-01,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,21,16,16,21
2020-06-02,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,20,17,17,20
2020-06-03,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,20,19,19,20
2020-06-04,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,22,17,17,22
2020-06-05,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,23,17,17,23
2020-06-06,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,21,19,19,21
2020-06-07,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,24,16,16,24
2020-06-08,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,24,16,16,24
2020-06-09,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,27,17,17,27
2020-06-10,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,23,21,21,23
2020-06-11,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,26,16,16,26
2020-06-12,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,23,16,16,23
2020-06-13,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,26,13,13,26
2020-06-14,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,25,14,14,25
2020-06-15,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,21,18,18,21
2020-06-16,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,22,17,17,22
2020-06-17,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,16,23,23,16
2020-06-18,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,21,17,17,21
2020-06-19,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,21,17,17,21
2020-06-20,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,25,15,15,25
2020-06-21,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,23,16,16,23
2020-06-22,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,27,15,15,27
2020-06-23,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,20,18,18,20
2020-06-24,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,22,18,18,22
2020-06-25,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,25,15,15,25
2020-06-26,06,Hessen,06535,LK Vogelsbergkreis,4,4,0,0,25,15,15,25
