dates,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,3,2,24,21,21,24
2020-04-25,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,3,2,25,23,23,25
2020-04-26,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,3,2,20,28,28,20
2020-04-27,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,3,2,19,27,27,19
2020-04-28,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,1,0,17,25,25,17
2020-04-29,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,26,25,25,26
2020-04-30,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,34,17,17,34
2020-05-01,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,18,26,26,18
2020-05-02,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,21,24,24,21
2020-05-03,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,21,23,23,21
2020-05-04,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,28,18,18,28
2020-05-05,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,24,22,22,24
2020-05-06,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,20,27,27,20
2020-05-07,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,25,23,23,25
2020-05-08,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,30,22,22,30
2020-05-09,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,30,27,27,30
2020-05-10,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,29,29,29,29
2020-05-11,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,28,23,23,28
2020-05-12,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,37,17,17,37
2020-05-13,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,31,21,21,31
2020-05-14,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,24,25,25,24
2020-05-15,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,25,25,25,25
2020-05-16,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,23,26,26,23
2020-05-17,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,25,26,26,25
2020-05-18,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,29,23,23,29
2020-05-19,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,39,15,15,39
2020-05-20,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,29,21,21,29
2020-05-21,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,29,22,22,29
2020-05-22,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,31,21,21,31
2020-05-23,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,28,24,24,28
2020-05-24,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,1,0,17,26,26,17
2020-05-25,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,29,23,23,29
2020-05-26,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,28,23,23,28
2020-05-27,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,29,22,22,29
2020-05-28,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,21,28,28,21
2020-05-29,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,23,28,28,23
2020-05-30,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,26,25,25,26
2020-05-31,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,27,24,24,27
2020-06-01,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,27,22,22,27
2020-06-02,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,25,25,25,25
2020-06-03,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,27,23,23,27
2020-06-04,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,19,30,30,19
2020-06-05,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,22,27,27,22
2020-06-06,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,25,25,25,25
2020-06-07,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,27,24,24,27
2020-06-08,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,34,19,19,34
2020-06-09,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,37,16,16,37
2020-06-10,07,Rheinland-Pfalz,07133,LK Bad Kreuznach,4,4,0,0,38,16,16,38
