date,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,9,Bayern,9362,SK Regensburg,4,4,54,40.0,86,245,245,86
2020-04-25,9,Bayern,9362,SK Regensburg,4,4,53,38.0,84,247,247,84
2020-04-26,9,Bayern,9362,SK Regensburg,4,4,53,37.0,119,211,211,119
2020-04-27,9,Bayern,9362,SK Regensburg,4,4,52,37.0,102,229,229,102
2020-04-28,9,Bayern,9362,SK Regensburg,4,4,52,39.0,84,247,247,84
2020-04-29,9,Bayern,9362,SK Regensburg,4,4,53,42.0,75,256,256,75
2020-04-30,9,Bayern,9362,SK Regensburg,4,4,49,42.0,94,233,233,94
2020-05-01,9,Bayern,9362,SK Regensburg,4,4,48,41.0,101,230,230,101
2020-05-02,9,Bayern,9362,SK Regensburg,4,4,47,40.0,105,226,226,105
2020-05-03,9,Bayern,9362,SK Regensburg,4,4,45,38.0,107,224,224,107
2020-05-04,9,Bayern,9362,SK Regensburg,4,4,46,38.0,104,227,227,104
2020-05-05,9,Bayern,9362,SK Regensburg,4,4,46,36.0,94,237,237,94
2020-05-06,9,Bayern,9362,SK Regensburg,4,4,46,36.0,94,237,237,94
2020-05-07,9,Bayern,9362,SK Regensburg,4,4,47,33.0,84,240,240,84
2020-05-08,9,Bayern,9362,SK Regensburg,4,4,51,32.0,69,255,255,69
2020-05-09,9,Bayern,9362,SK Regensburg,4,4,51,31.0,65,256,256,65
2020-05-10,9,Bayern,9362,SK Regensburg,4,4,44,31.0,94,227,227,94
2020-05-11,9,Bayern,9362,SK Regensburg,4,4,44,30.0,86,238,238,86
2020-05-12,9,Bayern,9362,SK Regensburg,4,4,40,30.0,82,191,191,82
2020-05-13,9,Bayern,9362,SK Regensburg,4,4,35,28.0,84,189,189,84
2020-05-14,9,Bayern,9362,SK Regensburg,4,4,35,28.0,86,187,187,86
2020-05-15,9,Bayern,9362,SK Regensburg,4,4,38,29.0,85,188,188,85
2020-05-16,9,Bayern,9362,SK Regensburg,4,4,39,26.0,112,177,177,112
2020-05-17,9,Bayern,9362,SK Regensburg,4,4,34,24.0,84,189,189,84
2020-05-18,9,Bayern,9362,SK Regensburg,4,4,35,27.0,89,184,184,89
2020-05-19,9,Bayern,9362,SK Regensburg,4,4,31,24.0,86,187,187,86
2020-05-20,9,Bayern,9362,SK Regensburg,4,5,49,36.0,129,276,276,129
2020-05-21,9,Bayern,9362,SK Regensburg,4,5,47,36.0,142,264,264,142
2020-05-22,9,Bayern,9362,SK Regensburg,4,5,44,33.0,147,259,259,147
2020-05-23,9,Bayern,9362,SK Regensburg,4,5,44,34.0,143,266,266,143
2020-05-24,9,Bayern,9362,SK Regensburg,4,5,48,36.0,156,253,253,156
2020-05-25,9,Bayern,9362,SK Regensburg,4,5,52,36.0,145,261,261,145
2020-05-26,9,Bayern,9362,SK Regensburg,4,4,29,14.0,90,183,183,90
2020-05-27,9,Bayern,9362,SK Regensburg,4,4,22,13.0,84,189,189,84
2020-05-28,9,Bayern,9362,SK Regensburg,4,4,22,13.0,84,189,189,84
2020-05-29,9,Bayern,9362,SK Regensburg,4,4,20,13.0,93,180,180,93
2020-05-30,9,Bayern,9362,SK Regensburg,4,4,20,12.0,88,185,185,88
2020-05-31,9,Bayern,9362,SK Regensburg,4,4,22,13.0,99,174,174,99
2020-06-01,9,Bayern,9362,SK Regensburg,4,4,20,11.0,99,174,174,99
2020-06-02,9,Bayern,9362,SK Regensburg,4,4,20,9.0,97,176,176,97
2020-06-03,9,Bayern,9362,SK Regensburg,4,4,17,10.0,95,178,178,95
2020-06-04,9,Bayern,9362,SK Regensburg,4,4,16,10.0,91,182,182,91
2020-06-05,9,Bayern,9362,SK Regensburg,4,4,13,9.0,99,174,174,99
2020-06-06,9,Bayern,9362,SK Regensburg,4,4,13,9.0,100,173,173,100
2020-06-07,9,Bayern,9362,SK Regensburg,4,4,14,10.0,101,172,172,101
2020-06-08,9,Bayern,9362,SK Regensburg,4,4,15,10.0,102,171,171,102
2020-06-09,9,Bayern,9362,SK Regensburg,4,4,13,10.0,96,177,177,96
2020-06-10,9,Bayern,9362,SK Regensburg,4,4,11,9.0,94,179,179,94
2020-06-11,9,Bayern,9362,SK Regensburg,4,4,9,9.0,95,178,178,95
2020-06-12,9,Bayern,9362,SK Regensburg,4,4,11,9.0,100,173,173,100
2020-06-13,9,Bayern,9362,SK Regensburg,4,4,10,9.0,103,170,170,103
2020-06-14,9,Bayern,9362,SK Regensburg,4,4,9,9.0,101,172,172,101
2020-06-15,9,Bayern,9362,SK Regensburg,4,4,10,8.0,98,175,175,98
2020-06-16,9,Bayern,9362,SK Regensburg,4,4,9,8.0,93,180,180,93
2020-06-17,9,Bayern,9362,SK Regensburg,4,4,8,7.0,87,186,186,87
2020-06-18,9,Bayern,9362,SK Regensburg,4,4,7,7.0,90,183,183,90
2020-06-19,9,Bayern,9362,SK Regensburg,4,4,8,6.0,91,182,182,91
2020-06-20,9,Bayern,9362,SK Regensburg,4,4,10,9.0,99,174,174,99
2020-06-21,9,Bayern,9362,SK Regensburg,4,4,6,4.0,91,181,181,91
2020-06-22,9,Bayern,9362,SK Regensburg,4,4,6,4.0,89,183,183,89
2020-06-23,9,Bayern,9362,SK Regensburg,4,4,6,4.0,87,186,186,87
2020-06-24,9,Bayern,9362,SK Regensburg,4,4,7,4.0,94,179,179,94
2020-06-25,9,Bayern,9362,SK Regensburg,4,4,7,4.0,86,187,187,86
2020-06-26,9,Bayern,9362,SK Regensburg,4,4,7,4.0,76,197,197,76
2020-06-27,9,Bayern,9362,SK Regensburg,4,4,7,4.0,82,191,191,82
2020-06-28,9,Bayern,9362,SK Regensburg,4,4,7,4.0,83,189,189,83
2020-06-29,9,Bayern,9362,SK Regensburg,4,4,7,4.0,91,181,181,91
2020-06-30,9,Bayern,9362,SK Regensburg,4,4,7,4.0,71,200,200,71
2020-07-01,9,Bayern,9362,SK Regensburg,4,4,7,4.0,55,197,197,55
2020-07-02,9,Bayern,9362,SK Regensburg,4,4,7,4.0,60,192,192,60
2020-07-03,9,Bayern,9362,SK Regensburg,4,4,7,4.0,65,187,187,65
2020-07-04,9,Bayern,9362,SK Regensburg,4,4,6,4.0,62,189,189,62
2020-07-05,9,Bayern,9362,SK Regensburg,4,4,5,4.0,68,184,184,68
2020-07-06,9,Bayern,9362,SK Regensburg,4,4,5,4.0,68,184,184,68
2020-07-07,9,Bayern,9362,SK Regensburg,4,4,5,4.0,70,182,182,70
2020-07-08,9,Bayern,9362,SK Regensburg,4,4,4,4.0,63,190,190,63
2020-07-09,9,Bayern,9362,SK Regensburg,4,4,4,4.0,62,190,190,62
2020-07-10,9,Bayern,9362,SK Regensburg,4,4,4,3.0,65,187,187,65
2020-07-11,9,Bayern,9362,SK Regensburg,4,4,4,4.0,70,182,182,70
2020-07-12,9,Bayern,9362,SK Regensburg,4,4,4,4.0,80,173,173,80
2020-07-13,9,Bayern,9362,SK Regensburg,4,4,4,3.0,79,173,173,79
2020-07-14,9,Bayern,9362,SK Regensburg,4,4,4,3.0,78,174,174,78
2020-07-15,9,Bayern,9362,SK Regensburg,4,4,4,3.0,75,177,177,75
2020-07-16,9,Bayern,9362,SK Regensburg,4,4,4,3.0,76,176,176,76
2020-07-17,9,Bayern,9362,SK Regensburg,4,4,4,3.0,77,175,175,77
2020-07-18,9,Bayern,9362,SK Regensburg,4,4,4,3.0,76,176,176,76
2020-07-19,9,Bayern,9362,SK Regensburg,4,4,5,3.0,78,174,174,78
2020-07-20,9,Bayern,9362,SK Regensburg,4,4,6,3.0,71,182,182,71
2020-07-21,9,Bayern,9362,SK Regensburg,4,4,4,3.0,74,177,177,74
2020-07-22,9,Bayern,9362,SK Regensburg,4,4,4,3.0,70,181,181,70
