date,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,8,6.0,85,210,210,85
2020-04-25,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,8,6.0,82,211,211,82
2020-04-26,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,8,6.0,79,213,213,79
2020-04-27,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,8,6.0,77,220,220,77
2020-04-28,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,9,6.0,75,216,216,75
2020-04-29,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,9,6.0,68,221,221,68
2020-04-30,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,7,6.0,69,216,216,69
2020-05-01,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,7,6.0,71,216,216,71
2020-05-02,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,8,6.0,81,206,206,81
2020-05-03,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,8,6.0,77,212,212,77
2020-05-04,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,9,8.0,72,215,215,72
2020-05-05,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,8,6.0,77,215,215,77
2020-05-06,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,8,6.0,71,216,216,71
2020-05-07,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,8,6.0,74,210,210,74
2020-05-08,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,7,6.0,57,229,229,57
2020-05-09,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,8,6.0,55,220,220,55
2020-05-10,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,8,6.0,55,221,221,55
2020-05-11,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,8,5.0,48,225,225,48
2020-05-12,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,7,6.0,61,219,219,61
2020-05-13,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,9,7.0,65,213,213,65
2020-05-14,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,10,5.0,72,213,213,72
2020-05-15,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,9,5.0,62,220,220,62
2020-05-16,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,10,4.0,60,221,221,60
2020-05-17,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,9,4.0,68,213,213,68
2020-05-18,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,9,4.0,70,212,212,70
2020-05-19,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,8,4.0,68,213,213,68
2020-05-20,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,6,3.0,60,219,219,60
2020-05-21,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,6,3.0,55,223,223,55
2020-05-22,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,4,3.0,62,211,211,62
2020-05-23,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,4,3.0,64,207,207,64
2020-05-24,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,3,2.0,74,201,201,74
2020-05-25,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,3,2.0,79,196,196,79
2020-05-26,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,2,2.0,65,204,204,65
2020-05-27,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,2,2.0,73,215,215,73
2020-05-28,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,2,2.0,74,216,216,74
2020-05-29,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,3,3.0,80,219,219,80
2020-05-30,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,2,2.0,83,218,218,83
2020-05-31,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,2,2.0,80,222,222,80
2020-06-01,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,4,2.0,88,213,213,88
2020-06-02,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,4,2.0,87,214,214,87
2020-06-03,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,2,2.0,77,213,213,77
2020-06-04,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,3,2.0,74,222,222,74
2020-06-05,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,4,3.0,60,242,242,60
2020-06-06,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,3,3.0,69,225,225,69
2020-06-07,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,4,3.0,76,218,218,76
2020-06-08,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,4,2.0,76,215,215,76
2020-06-09,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,3,1.0,74,222,222,74
2020-06-10,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,3,1.0,72,228,228,72
2020-06-11,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,3,1.0,72,228,228,72
2020-06-12,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,2,1.0,66,231,231,66
2020-06-13,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,3,1.0,80,222,222,80
2020-06-14,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,2,1.0,79,220,220,79
2020-06-15,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,2,1.0,70,227,227,70
2020-06-16,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,1,1.0,70,229,229,70
2020-06-17,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,1,1.0,76,222,222,76
2020-06-18,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,1,1.0,70,228,228,70
2020-06-19,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,1,1.0,69,226,226,69
2020-06-20,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,1,1.0,79,219,219,79
2020-06-21,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,0,0.0,82,220,220,82
2020-06-22,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,1,0.0,82,222,222,82
2020-06-23,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,0,0.0,70,226,226,70
2020-06-24,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,0,0.0,65,236,236,65
2020-06-25,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,0,0.0,67,234,234,67
2020-06-26,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,0,0.0,61,243,243,61
2020-06-27,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,0,0.0,77,224,224,77
2020-06-28,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,0,0.0,80,221,221,80
2020-06-29,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,0,0.0,82,213,213,82
2020-06-30,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,0,0.0,92,219,219,92
2020-07-01,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,0,0.0,74,234,234,74
2020-07-02,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,0,0.0,80,225,225,80
2020-07-03,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,0,0.0,74,231,231,74
2020-07-04,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,0,0.0,87,221,221,87
2020-07-05,15,Sachsen-Anhalt,15002,SK Halle (Saale),5,6,0,0.0,83,221,221,83
