dates,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,16,Thüringen,16062,LK Nordhausen,3,3,9,9,39,18,18,39
2020-04-25,16,Thüringen,16062,LK Nordhausen,3,3,8,8,41,18,18,41
2020-04-26,16,Thüringen,16062,LK Nordhausen,3,3,9,9,42,19,19,42
2020-04-27,16,Thüringen,16062,LK Nordhausen,3,3,9,9,43,38,38,43
2020-04-28,16,Thüringen,16062,LK Nordhausen,3,3,9,9,41,39,39,41
2020-04-29,16,Thüringen,16062,LK Nordhausen,3,3,9,9,39,44,44,39
2020-04-30,16,Thüringen,16062,LK Nordhausen,3,3,10,8,41,39,39,41
2020-05-01,16,Thüringen,16062,LK Nordhausen,3,3,10,8,41,39,39,41
2020-05-02,16,Thüringen,16062,LK Nordhausen,3,3,8,8,41,39,39,41
2020-05-03,16,Thüringen,16062,LK Nordhausen,3,3,8,8,41,39,39,41
2020-05-04,16,Thüringen,16062,LK Nordhausen,3,3,8,8,39,41,41,39
2020-05-05,16,Thüringen,16062,LK Nordhausen,3,3,8,8,38,42,42,38
2020-05-06,16,Thüringen,16062,LK Nordhausen,3,3,8,8,40,40,40,40
2020-05-07,16,Thüringen,16062,LK Nordhausen,3,3,8,8,42,38,38,42
2020-05-08,16,Thüringen,16062,LK Nordhausen,3,3,7,4,47,33,33,47
2020-05-09,16,Thüringen,16062,LK Nordhausen,3,3,8,4,41,39,39,41
2020-05-10,16,Thüringen,16062,LK Nordhausen,3,3,7,4,43,37,37,43
2020-05-11,16,Thüringen,16062,LK Nordhausen,3,3,7,4,44,36,36,44
2020-05-12,16,Thüringen,16062,LK Nordhausen,3,3,7,4,42,38,38,42
2020-05-13,16,Thüringen,16062,LK Nordhausen,3,3,7,4,35,45,45,35
2020-05-14,16,Thüringen,16062,LK Nordhausen,3,3,7,4,41,39,39,41
2020-05-15,16,Thüringen,16062,LK Nordhausen,3,3,7,4,39,41,41,39
2020-05-16,16,Thüringen,16062,LK Nordhausen,3,3,7,4,38,42,42,38
2020-05-17,16,Thüringen,16062,LK Nordhausen,3,3,7,4,42,38,38,42
2020-05-18,16,Thüringen,16062,LK Nordhausen,3,3,6,4,44,36,36,44
2020-05-19,16,Thüringen,16062,LK Nordhausen,3,3,4,2,46,34,34,46
2020-05-20,16,Thüringen,16062,LK Nordhausen,3,3,5,3,46,34,34,46
2020-05-21,16,Thüringen,16062,LK Nordhausen,3,3,5,3,44,36,36,44
2020-05-22,16,Thüringen,16062,LK Nordhausen,3,3,5,3,47,33,33,47
2020-05-23,16,Thüringen,16062,LK Nordhausen,3,3,5,3,46,34,34,46
2020-05-24,16,Thüringen,16062,LK Nordhausen,3,3,5,3,52,28,28,52
2020-05-25,16,Thüringen,16062,LK Nordhausen,3,3,4,2,48,32,32,48
2020-05-26,16,Thüringen,16062,LK Nordhausen,3,3,4,2,44,36,36,44
2020-05-27,16,Thüringen,16062,LK Nordhausen,3,3,4,2,46,34,34,46
2020-05-28,16,Thüringen,16062,LK Nordhausen,3,3,4,2,49,31,31,49
2020-05-29,16,Thüringen,16062,LK Nordhausen,3,3,4,0,46,34,34,46
2020-05-30,16,Thüringen,16062,LK Nordhausen,3,3,4,0,50,30,30,50
2020-05-31,16,Thüringen,16062,LK Nordhausen,3,3,4,0,45,35,35,45
2020-06-01,16,Thüringen,16062,LK Nordhausen,3,3,4,0,46,34,34,46
2020-06-02,16,Thüringen,16062,LK Nordhausen,3,3,4,0,49,31,31,49
2020-06-03,16,Thüringen,16062,LK Nordhausen,3,3,4,0,43,37,37,43
2020-06-04,16,Thüringen,16062,LK Nordhausen,3,3,5,0,41,39,39,41
2020-06-05,16,Thüringen,16062,LK Nordhausen,3,3,3,0,47,33,33,47
2020-06-06,16,Thüringen,16062,LK Nordhausen,3,3,3,0,45,35,35,45
2020-06-07,16,Thüringen,16062,LK Nordhausen,3,3,3,0,44,36,36,44
2020-06-08,16,Thüringen,16062,LK Nordhausen,3,3,3,0,48,32,32,48
2020-06-09,16,Thüringen,16062,LK Nordhausen,3,3,3,0,40,40,40,40
2020-06-10,16,Thüringen,16062,LK Nordhausen,3,3,3,0,41,39,39,41
2020-06-11,16,Thüringen,16062,LK Nordhausen,3,3,3,0,33,47,47,33
2020-06-12,16,Thüringen,16062,LK Nordhausen,3,3,3,0,38,42,42,38
2020-06-13,16,Thüringen,16062,LK Nordhausen,3,3,3,0,40,40,40,40
2020-06-14,16,Thüringen,16062,LK Nordhausen,3,3,2,0,43,37,37,43
2020-06-15,16,Thüringen,16062,LK Nordhausen,3,3,2,0,45,35,35,45
2020-06-16,16,Thüringen,16062,LK Nordhausen,3,3,2,0,43,37,37,43
2020-06-17,16,Thüringen,16062,LK Nordhausen,3,3,2,0,43,37,37,43
2020-06-18,16,Thüringen,16062,LK Nordhausen,3,3,2,0,46,34,34,46
2020-06-19,16,Thüringen,16062,LK Nordhausen,3,3,2,0,41,39,39,41
2020-06-20,16,Thüringen,16062,LK Nordhausen,3,3,2,0,44,36,36,44
2020-06-21,16,Thüringen,16062,LK Nordhausen,3,3,2,0,44,36,36,44
2020-06-22,16,Thüringen,16062,LK Nordhausen,3,3,2,0,45,35,35,45
2020-06-23,16,Thüringen,16062,LK Nordhausen,3,3,2,0,37,43,43,37
2020-06-24,16,Thüringen,16062,LK Nordhausen,3,3,2,0,35,45,45,35
2020-06-25,16,Thüringen,16062,LK Nordhausen,3,3,2,0,35,45,45,35
2020-06-26,16,Thüringen,16062,LK Nordhausen,3,3,2,0,34,46,46,34
2020-06-27,16,Thüringen,16062,LK Nordhausen,3,3,2,0,36,44,44,36
2020-06-28,16,Thüringen,16062,LK Nordhausen,3,3,2,0,39,41,41,39
2020-06-29,16,Thüringen,16062,LK Nordhausen,3,3,2,0,41,39,39,41
2020-06-30,16,Thüringen,16062,LK Nordhausen,3,3,2,0,33,47,47,33
2020-07-01,16,Thüringen,16062,LK Nordhausen,3,3,2,0,34,46,46,34
2020-07-02,16,Thüringen,16062,LK Nordhausen,3,3,2,0,34,46,46,34
2020-07-03,16,Thüringen,16062,LK Nordhausen,3,3,2,0,37,43,43,37
2020-07-04,16,Thüringen,16062,LK Nordhausen,3,3,2,0,39,41,41,39
2020-07-05,16,Thüringen,16062,LK Nordhausen,3,3,2,0,40,40,40,40
2020-07-06,16,Thüringen,16062,LK Nordhausen,3,3,2,0,36,44,44,36
2020-07-07,16,Thüringen,16062,LK Nordhausen,3,3,3,0,37,43,43,37
2020-07-08,16,Thüringen,16062,LK Nordhausen,3,3,3,0,40,40,40,40
2020-07-09,16,Thüringen,16062,LK Nordhausen,3,3,3,0,41,39,39,41
2020-07-10,16,Thüringen,16062,LK Nordhausen,3,3,3,0,37,43,43,37
2020-07-11,16,Thüringen,16062,LK Nordhausen,3,3,3,0,41,39,39,41
2020-07-12,16,Thüringen,16062,LK Nordhausen,3,3,3,0,38,42,42,38
2020-07-13,16,Thüringen,16062,LK Nordhausen,3,3,3,0,37,43,43,37
2020-07-14,16,Thüringen,16062,LK Nordhausen,3,3,3,0,37,43,43,37
2020-07-15,16,Thüringen,16062,LK Nordhausen,3,3,3,0,43,37,37,43
2020-07-16,16,Thüringen,16062,LK Nordhausen,3,3,3,0,42,38,38,42
2020-07-17,16,Thüringen,16062,LK Nordhausen,3,3,3,0,42,38,38,42
2020-07-18,16,Thüringen,16062,LK Nordhausen,3,3,3,0,58,35,35,58
2020-07-19,16,Thüringen,16062,LK Nordhausen,3,3,1,0,58,35,35,58
2020-07-20,16,Thüringen,16062,LK Nordhausen,3,3,1,0,57,36,36,57
2020-07-21,16,Thüringen,16062,LK Nordhausen,3,3,1,0,52,41,41,52
2020-07-22,16,Thüringen,16062,LK Nordhausen,3,3,1,0,51,42,42,51
2020-07-23,16,Thüringen,16062,LK Nordhausen,3,3,1,0,53,40,40,53
2020-07-24,16,Thüringen,16062,LK Nordhausen,3,3,1,0,54,39,39,54
2020-07-25,16,Thüringen,16062,LK Nordhausen,3,3,1,0,62,31,31,62
2020-07-26,16,Thüringen,16062,LK Nordhausen,3,3,1,0,56,37,37,56
2020-07-27,16,Thüringen,16062,LK Nordhausen,3,3,1,0,56,37,37,56
2020-07-28,16,Thüringen,16062,LK Nordhausen,3,3,1,0,54,39,39,54
2020-07-29,16,Thüringen,16062,LK Nordhausen,3,3,1,0,58,35,35,58
2020-07-30,16,Thüringen,16062,LK Nordhausen,3,3,1,0,54,39,39,54
2020-07-31,16,Thüringen,16062,LK Nordhausen,3,4,1,0,68,40,37,56
2020-08-01,16,Thüringen,16062,LK Nordhausen,3,4,1,0,70,38,36,57
2020-08-02,16,Thüringen,16062,LK Nordhausen,3,4,1,0,72,36,34,59
2020-08-03,16,Thüringen,16062,LK Nordhausen,3,4,1,0,66,42,39,54
2020-08-04,16,Thüringen,16062,LK Nordhausen,3,4,1,0,33,42,40,20
2020-08-05,16,Thüringen,16062,LK Nordhausen,3,4,1,0,36,39,38,22
2020-08-06,16,Thüringen,16062,LK Nordhausen,3,4,1,0,32,43,39,21
2020-08-07,16,Thüringen,16062,LK Nordhausen,3,4,1,0,28,47,40,20
2020-08-08,16,Thüringen,16062,LK Nordhausen,3,4,0,0,31,44,38,22
2020-08-09,16,Thüringen,16062,LK Nordhausen,3,4,0,0,35,40,34,26
2020-08-10,16,Thüringen,16062,LK Nordhausen,2,3,0,0,37,38,32,28
2020-08-11,16,Thüringen,16062,LK Nordhausen,2,3,0,0,33,42,36,24
2020-08-12,16,Thüringen,16062,LK Nordhausen,2,3,0,0,38,37,33,27
2020-08-13,16,Thüringen,16062,LK Nordhausen,2,3,0,0,36,39,35,25
2020-08-14,16,Thüringen,16062,LK Nordhausen,3,4,0,0,35,40,35,25
2020-08-15,16,Thüringen,16062,LK Nordhausen,3,4,0,0,41,34,29,31
2020-08-16,16,Thüringen,16062,LK Nordhausen,3,4,0,0,41,34,29,31
2020-08-17,16,Thüringen,16062,LK Nordhausen,3,4,0,0,38,37,31,29
2020-08-18,16,Thüringen,16062,LK Nordhausen,3,4,0,0,36,39,32,28
2020-08-19,16,Thüringen,16062,LK Nordhausen,3,4,0,0,37,38,31,29
2020-08-20,16,Thüringen,16062,LK Nordhausen,3,4,0,0,36,39,32,28
2020-08-21,16,Thüringen,16062,LK Nordhausen,3,4,1,1,29,46,41,19
2020-08-22,16,Thüringen,16062,LK Nordhausen,3,4,1,1,34,41,38,22
2020-08-23,16,Thüringen,16062,LK Nordhausen,3,4,1,1,33,42,37,23
2020-08-24,16,Thüringen,16062,LK Nordhausen,3,4,1,1,39,36,31,29
2020-08-25,16,Thüringen,16062,LK Nordhausen,3,4,1,1,33,42,36,24
2020-08-26,16,Thüringen,16062,LK Nordhausen,3,4,1,1,32,43,37,23
2020-08-27,16,Thüringen,16062,LK Nordhausen,3,4,1,1,38,37,32,28
2020-08-28,16,Thüringen,16062,LK Nordhausen,3,4,1,1,39,36,31,29
2020-08-29,16,Thüringen,16062,LK Nordhausen,3,4,1,1,34,41,37,23
2020-08-30,16,Thüringen,16062,LK Nordhausen,3,4,1,1,34,41,37,23
2020-08-31,16,Thüringen,16062,LK Nordhausen,3,4,1,1,32,43,39,21
2020-09-01,16,Thüringen,16062,LK Nordhausen,3,4,1,1,32,43,39,21
2020-09-02,16,Thüringen,16062,LK Nordhausen,3,4,1,1,31,44,38,22
2020-09-03,16,Thüringen,16062,LK Nordhausen,3,4,1,1,31,44,38,22
2020-09-04,16,Thüringen,16062,LK Nordhausen,3,4,1,1,35,40,34,26
2020-09-05,16,Thüringen,16062,LK Nordhausen,3,4,1,1,31,44,38,22
2020-09-06,16,Thüringen,16062,LK Nordhausen,3,4,1,1,36,39,33,27
2020-09-07,16,Thüringen,16062,LK Nordhausen,3,4,1,1,33,42,36,24
2020-09-08,16,Thüringen,16062,LK Nordhausen,3,4,1,1,33,42,36,24
2020-09-09,16,Thüringen,16062,LK Nordhausen,3,4,1,1,31,44,36,24
2020-09-10,16,Thüringen,16062,LK Nordhausen,3,4,1,1,31,44,36,24
2020-09-11,16,Thüringen,16062,LK Nordhausen,3,4,1,1,29,46,38,22
2020-09-12,16,Thüringen,16062,LK Nordhausen,3,4,1,1,31,44,35,25
2020-09-13,16,Thüringen,16062,LK Nordhausen,3,4,1,1,28,47,38,22
2020-09-14,16,Thüringen,16062,LK Nordhausen,3,4,1,1,30,45,36,24
2020-09-15,16,Thüringen,16062,LK Nordhausen,3,4,1,1,31,44,35,25
2020-09-16,16,Thüringen,16062,LK Nordhausen,3,4,1,1,35,40,31,29
2020-09-17,16,Thüringen,16062,LK Nordhausen,3,4,1,1,31,44,36,24
2020-09-18,16,Thüringen,16062,LK Nordhausen,3,4,1,1,32,43,36,24
2020-09-19,16,Thüringen,16062,LK Nordhausen,3,4,0,0,38,37,31,29
2020-09-20,16,Thüringen,16062,LK Nordhausen,3,4,0,0,39,36,30,30
2020-09-21,16,Thüringen,16062,LK Nordhausen,3,4,0,0,38,37,30,30
2020-09-22,16,Thüringen,16062,LK Nordhausen,3,4,1,0,34,41,34,26
2020-09-23,16,Thüringen,16062,LK Nordhausen,3,4,1,0,26,49,40,20
2020-09-24,16,Thüringen,16062,LK Nordhausen,3,4,1,0,31,44,35,25
2020-09-25,16,Thüringen,16062,LK Nordhausen,3,4,1,0,28,47,38,22
2020-09-26,16,Thüringen,16062,LK Nordhausen,3,4,1,0,28,47,38,22
2020-09-27,16,Thüringen,16062,LK Nordhausen,3,4,1,0,31,44,37,23
2020-09-28,16,Thüringen,16062,LK Nordhausen,3,4,1,0,31,44,38,22
2020-09-29,16,Thüringen,16062,LK Nordhausen,3,4,0,0,28,47,41,19
2020-09-30,16,Thüringen,16062,LK Nordhausen,3,4,0,0,31,44,36,24
2020-10-01,16,Thüringen,16062,LK Nordhausen,3,4,0,0,34,41,33,27
2020-10-02,16,Thüringen,16062,LK Nordhausen,3,4,2,0,31,44,37,23
2020-10-03,16,Thüringen,16062,LK Nordhausen,3,4,2,0,33,42,35,25
2020-10-04,16,Thüringen,16062,LK Nordhausen,3,4,2,0,33,42,35,25
2020-10-05,16,Thüringen,16062,LK Nordhausen,3,4,2,0,29,46,37,23
2020-10-06,16,Thüringen,16062,LK Nordhausen,3,4,2,0,28,47,40,20
2020-10-07,16,Thüringen,16062,LK Nordhausen,3,4,2,0,31,44,36,24
2020-10-08,16,Thüringen,16062,LK Nordhausen,3,4,2,0,31,44,35,25
2020-10-09,16,Thüringen,16062,LK Nordhausen,3,4,2,0,30,45,36,24
2020-10-10,16,Thüringen,16062,LK Nordhausen,3,4,2,0,35,40,33,27
2020-10-11,16,Thüringen,16062,LK Nordhausen,3,4,2,0,34,41,34,26
2020-10-12,16,Thüringen,16062,LK Nordhausen,3,4,2,0,33,42,35,25
2020-10-13,16,Thüringen,16062,LK Nordhausen,3,4,2,0,29,46,39,21
2020-10-14,16,Thüringen,16062,LK Nordhausen,3,4,3,0,31,44,37,23
2020-10-15,16,Thüringen,16062,LK Nordhausen,3,4,3,0,30,45,38,22
2020-10-16,16,Thüringen,16062,LK Nordhausen,3,4,3,0,33,42,36,24
2020-10-17,16,Thüringen,16062,LK Nordhausen,3,4,4,0,27,48,41,19
2020-10-18,16,Thüringen,16062,LK Nordhausen,3,4,4,0,31,44,36,24
2020-10-19,16,Thüringen,16062,LK Nordhausen,3,4,4,0,32,43,35,25
2020-10-20,16,Thüringen,16062,LK Nordhausen,3,4,4,0,26,49,40,20
2020-10-21,16,Thüringen,16062,LK Nordhausen,3,4,4,0,26,49,40,20
2020-10-22,16,Thüringen,16062,LK Nordhausen,3,4,4,0,31,44,36,24
2020-10-23,16,Thüringen,16062,LK Nordhausen,3,4,4,0,30,45,38,22
2020-10-24,16,Thüringen,16062,LK Nordhausen,3,4,4,0,36,39,32,28
2020-10-25,16,Thüringen,16062,LK Nordhausen,3,4,4,0,32,43,36,24
2020-10-26,16,Thüringen,16062,LK Nordhausen,3,4,3,0,32,43,37,23
2020-10-27,16,Thüringen,16062,LK Nordhausen,3,4,3,0,35,40,33,27
2020-10-28,16,Thüringen,16062,LK Nordhausen,3,4,3,0,37,38,32,28
2020-10-29,16,Thüringen,16062,LK Nordhausen,3,4,2,0,39,36,30,30
2020-10-30,16,Thüringen,16062,LK Nordhausen,3,4,2,0,40,35,29,31
2020-10-31,16,Thüringen,16062,LK Nordhausen,3,4,2,0,43,32,27,33
2020-11-01,16,Thüringen,16062,LK Nordhausen,3,4,2,0,43,32,27,33
2020-11-02,16,Thüringen,16062,LK Nordhausen,3,4,2,0,42,33,28,32
2020-11-03,16,Thüringen,16062,LK Nordhausen,3,4,2,0,38,37,33,27
2020-11-04,16,Thüringen,16062,LK Nordhausen,3,4,4,1,34,41,38,22
2020-11-05,16,Thüringen,16062,LK Nordhausen,3,4,4,1,32,43,38,22
2020-11-06,16,Thüringen,16062,LK Nordhausen,3,4,4,1,36,39,34,26
2020-11-07,16,Thüringen,16062,LK Nordhausen,3,4,5,0,39,36,31,29
2020-11-08,16,Thüringen,16062,LK Nordhausen,3,4,5,0,41,34,29,31
2020-11-09,16,Thüringen,16062,LK Nordhausen,3,4,6,0,38,37,32,28
2020-11-10,16,Thüringen,16062,LK Nordhausen,3,4,5,1,40,35,30,30
2020-11-11,16,Thüringen,16062,LK Nordhausen,3,4,6,1,35,40,34,26
2020-11-12,16,Thüringen,16062,LK Nordhausen,3,4,6,1,36,39,34,26
