dates,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,14,Sachsen,14625,LK Bautzen,5,6,0,0,34,30,30,34
2020-04-25,14,Sachsen,14625,LK Bautzen,5,6,0,0,31,33,33,31
2020-04-26,14,Sachsen,14625,LK Bautzen,5,6,0,0,31,33,33,31
2020-04-27,14,Sachsen,14625,LK Bautzen,5,6,1,0,32,32,32,32
2020-04-28,14,Sachsen,14625,LK Bautzen,5,6,0,0,26,38,38,26
2020-04-29,14,Sachsen,14625,LK Bautzen,5,6,0,0,26,38,38,26
2020-04-30,14,Sachsen,14625,LK Bautzen,5,6,0,0,28,36,36,28
2020-05-01,14,Sachsen,14625,LK Bautzen,5,6,0,0,28,36,36,28
2020-05-02,14,Sachsen,14625,LK Bautzen,5,6,1,0,29,35,35,29
2020-05-03,14,Sachsen,14625,LK Bautzen,5,6,0,0,29,32,32,29
2020-05-04,14,Sachsen,14625,LK Bautzen,5,6,0,0,27,37,37,27
2020-05-05,14,Sachsen,14625,LK Bautzen,5,6,2,1,26,40,40,26
2020-05-06,14,Sachsen,14625,LK Bautzen,5,6,1,1,31,38,38,31
2020-05-07,14,Sachsen,14625,LK Bautzen,5,6,1,1,31,38,38,31
2020-05-08,14,Sachsen,14625,LK Bautzen,5,6,1,1,25,39,39,25
2020-05-09,14,Sachsen,14625,LK Bautzen,5,6,1,1,29,35,35,29
2020-05-10,14,Sachsen,14625,LK Bautzen,5,6,2,2,26,34,34,26
2020-05-11,14,Sachsen,14625,LK Bautzen,5,6,2,2,24,40,40,24
2020-05-12,14,Sachsen,14625,LK Bautzen,5,6,3,2,21,41,41,21
2020-05-13,14,Sachsen,14625,LK Bautzen,5,6,3,2,21,43,43,21
2020-05-14,14,Sachsen,14625,LK Bautzen,5,6,3,2,19,43,43,19
2020-05-15,14,Sachsen,14625,LK Bautzen,5,6,4,2,15,48,48,15
2020-05-16,14,Sachsen,14625,LK Bautzen,5,6,5,2,16,48,48,16
2020-05-17,14,Sachsen,14625,LK Bautzen,5,6,2,1,14,50,50,14
2020-05-18,14,Sachsen,14625,LK Bautzen,5,6,3,1,18,46,46,18
2020-05-19,14,Sachsen,14625,LK Bautzen,5,6,3,1,21,43,43,21
2020-05-20,14,Sachsen,14625,LK Bautzen,5,6,2,1,20,44,44,20
2020-05-21,14,Sachsen,14625,LK Bautzen,5,6,2,1,29,44,44,29
2020-05-22,14,Sachsen,14625,LK Bautzen,5,6,2,1,33,44,44,33
2020-05-23,14,Sachsen,14625,LK Bautzen,5,6,3,1,26,39,39,26
2020-05-24,14,Sachsen,14625,LK Bautzen,5,6,3,3,21,43,43,21
