date,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,6,Hessen,6414,SK Wiesbaden,4,5,8,6.0,64,86,86,60
2020-04-25,6,Hessen,6414,SK Wiesbaden,4,5,9,7.0,66,81,81,62
2020-04-26,6,Hessen,6414,SK Wiesbaden,4,5,10,7.0,71,78,78,67
2020-04-27,6,Hessen,6414,SK Wiesbaden,4,5,8,7.0,65,78,78,61
2020-04-28,6,Hessen,6414,SK Wiesbaden,4,5,7,5.0,64,83,83,60
2020-04-29,6,Hessen,6414,SK Wiesbaden,4,5,8,4.0,70,80,80,66
2020-04-30,6,Hessen,6414,SK Wiesbaden,4,5,7,7.0,50,86,86,46
2020-05-01,6,Hessen,6414,SK Wiesbaden,4,5,7,6.0,50,87,87,46
2020-05-02,6,Hessen,6414,SK Wiesbaden,4,5,8,7.0,56,82,82,52
2020-05-03,6,Hessen,6414,SK Wiesbaden,4,5,9,8.0,62,85,85,58
2020-05-04,6,Hessen,6414,SK Wiesbaden,4,5,8,7.0,58,86,86,54
2020-05-05,6,Hessen,6414,SK Wiesbaden,4,5,7,7.0,52,82,82,48
2020-05-06,6,Hessen,6414,SK Wiesbaden,4,5,6,6.0,46,89,89,42
2020-05-07,6,Hessen,6414,SK Wiesbaden,4,5,6,6.0,46,88,88,42
2020-05-08,6,Hessen,6414,SK Wiesbaden,4,5,8,7.0,49,88,88,45
2020-05-09,6,Hessen,6414,SK Wiesbaden,4,5,9,7.0,52,83,83,48
2020-05-10,6,Hessen,6414,SK Wiesbaden,4,5,7,7.0,52,79,79,48
2020-05-11,6,Hessen,6414,SK Wiesbaden,4,5,7,7.0,55,79,79,51
2020-05-12,6,Hessen,6414,SK Wiesbaden,4,5,6,6.0,46,82,82,42
2020-05-13,6,Hessen,6414,SK Wiesbaden,4,5,7,7.0,55,79,79,51
2020-05-14,6,Hessen,6414,SK Wiesbaden,4,5,7,6.0,49,85,85,45
2020-05-15,6,Hessen,6414,SK Wiesbaden,4,5,7,6.0,50,87,87,46
2020-05-16,6,Hessen,6414,SK Wiesbaden,4,5,6,6.0,53,79,79,49
2020-05-17,6,Hessen,6414,SK Wiesbaden,4,5,6,6.0,51,79,79,47
2020-05-18,6,Hessen,6414,SK Wiesbaden,4,5,7,6.0,49,81,81,45
2020-05-19,6,Hessen,6414,SK Wiesbaden,4,5,7,6.0,49,83,83,45
2020-05-20,6,Hessen,6414,SK Wiesbaden,4,5,4,4.0,50,83,83,46
2020-05-21,6,Hessen,6414,SK Wiesbaden,4,5,7,6.0,46,84,84,42
2020-05-22,6,Hessen,6414,SK Wiesbaden,4,5,7,6.0,52,80,80,48
