date,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,9,Bayern,9673,LK Rhön-Grabfeld,1,1,20,13.0,35,124,124,35
2020-04-25,9,Bayern,9673,LK Rhön-Grabfeld,1,1,19,10.0,34,126,126,34
2020-04-26,9,Bayern,9673,LK Rhön-Grabfeld,1,1,18,10.0,36,124,124,36
2020-04-27,9,Bayern,9673,LK Rhön-Grabfeld,1,1,19,19.0,38,122,122,38
2020-04-28,9,Bayern,9673,LK Rhön-Grabfeld,1,1,16,9.0,34,127,127,34
2020-04-29,9,Bayern,9673,LK Rhön-Grabfeld,1,1,16,9.0,29,132,132,29
2020-04-30,9,Bayern,9673,LK Rhön-Grabfeld,1,1,13,7.0,33,128,128,33
2020-05-01,9,Bayern,9673,LK Rhön-Grabfeld,1,1,13,7.0,31,130,130,31
2020-05-02,9,Bayern,9673,LK Rhön-Grabfeld,1,1,13,5.0,32,129,129,32
2020-05-03,9,Bayern,9673,LK Rhön-Grabfeld,1,1,10,4.0,42,121,121,42
2020-05-04,9,Bayern,9673,LK Rhön-Grabfeld,1,1,10,4.0,45,119,119,45
2020-05-05,9,Bayern,9673,LK Rhön-Grabfeld,1,1,9,4.0,36,124,124,36
2020-05-06,9,Bayern,9673,LK Rhön-Grabfeld,1,1,8,4.0,33,130,130,33
2020-05-07,9,Bayern,9673,LK Rhön-Grabfeld,1,1,6,3.0,38,125,125,38
2020-05-08,9,Bayern,9673,LK Rhön-Grabfeld,1,1,4,1.0,33,129,129,33
2020-05-09,9,Bayern,9673,LK Rhön-Grabfeld,1,1,3,1.0,35,127,127,35
2020-05-10,9,Bayern,9673,LK Rhön-Grabfeld,1,1,3,1.0,35,127,127,35
2020-05-11,9,Bayern,9673,LK Rhön-Grabfeld,1,1,3,1.0,49,116,116,49
2020-05-12,9,Bayern,9673,LK Rhön-Grabfeld,1,1,3,1.0,49,115,115,49
2020-05-13,9,Bayern,9673,LK Rhön-Grabfeld,1,1,2,0.0,45,120,120,45
2020-05-14,9,Bayern,9673,LK Rhön-Grabfeld,1,1,1,0.0,55,111,111,55
2020-05-15,9,Bayern,9673,LK Rhön-Grabfeld,1,1,1,0.0,47,118,118,47
2020-05-16,9,Bayern,9673,LK Rhön-Grabfeld,1,1,1,0.0,44,120,120,44
2020-05-17,9,Bayern,9673,LK Rhön-Grabfeld,1,1,1,0.0,53,112,112,53
2020-05-18,9,Bayern,9673,LK Rhön-Grabfeld,1,1,0,0.0,57,114,114,57
2020-05-19,9,Bayern,9673,LK Rhön-Grabfeld,1,1,0,0.0,57,114,114,57
2020-05-20,9,Bayern,9673,LK Rhön-Grabfeld,1,1,1,0.0,45,126,126,45
