dates,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,5,3,16,20,20,16
2020-04-25,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,5,3,19,17,17,19
2020-04-26,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,5,3,15,21,21,15
2020-04-27,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,4,3,14,22,22,14
2020-04-28,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,3,2,16,20,20,16
2020-04-29,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,3,2,18,18,18,18
2020-04-30,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,3,2,21,15,15,21
2020-05-01,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,3,2,22,14,14,22
2020-05-02,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,3,2,22,14,14,22
2020-05-03,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,4,3,22,14,14,22
2020-05-04,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,4,3,14,22,22,14
2020-05-05,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,3,2,14,22,22,14
2020-05-06,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,2,2,23,13,13,23
2020-05-07,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,2,2,20,16,16,20
2020-05-08,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,3,2,20,16,16,20
2020-05-09,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,3,2,20,16,16,20
2020-05-10,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,2,2,21,16,16,21
2020-05-11,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,2,2,21,16,16,21
2020-05-12,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,2,2,13,24,24,13
2020-05-13,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,2,2,13,24,24,13
2020-05-14,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,1,0,14,22,22,14
2020-05-15,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,1,0,15,21,21,15
2020-05-16,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,0,0,13,24,24,13
2020-05-17,05,Nordrhein-Westfalen,05120,SK Remscheid,1,1,0,0,13,24,24,13
