dates,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,15,Sachsen-Anhalt,15089,LK Salzlandkreis,5,5,0,0,24,45,45,24
2020-04-25,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,24,45,45,24
2020-04-26,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,27,48,48,27
2020-04-27,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,29,43,43,29
2020-04-28,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,28,47,47,28
2020-04-29,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,22,53,53,22
2020-04-30,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,25,51,51,25
2020-05-01,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,25,51,51,25
2020-05-02,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,27,49,49,27
2020-05-03,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,27,49,49,27
2020-05-04,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,26,50,50,26
2020-05-05,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,24,52,52,24
2020-05-06,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,26,48,48,26
2020-05-07,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,27,47,47,27
2020-05-08,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,28,45,45,28
2020-05-09,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,31,42,42,31
2020-05-10,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,33,43,43,33
2020-05-11,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,31,45,45,31
2020-05-12,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,28,48,48,28
2020-05-13,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,23,50,50,23
2020-05-14,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,22,51,51,22
2020-05-15,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,22,51,51,22
2020-05-16,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,27,46,46,27
2020-05-17,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,28,47,47,28
2020-05-18,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,28,47,47,28
2020-05-19,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,30,45,45,30
2020-05-20,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,29,44,44,29
2020-05-21,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,26,47,47,26
2020-05-22,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,27,46,46,27
2020-05-23,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,30,43,43,30
2020-05-24,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,32,41,41,32
2020-05-25,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,32,41,41,32
2020-05-26,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,27,46,46,27
2020-05-27,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,26,47,47,26
2020-05-28,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,26,47,47,26
2020-05-29,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,23,50,50,23
2020-05-30,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,28,45,45,28
2020-05-31,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,26,47,47,26
2020-06-01,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,26,47,47,26
2020-06-02,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,29,44,44,29
2020-06-03,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,25,48,48,25
2020-06-04,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,24,49,49,24
2020-06-05,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,24,49,49,24
2020-06-06,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,25,48,48,25
2020-06-07,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,25,48,48,25
2020-06-08,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,24,49,49,24
2020-06-09,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,19,54,54,19
2020-06-10,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,18,55,55,18
2020-06-11,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,24,49,49,24
2020-06-12,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,25,48,48,25
2020-06-13,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,24,49,49,24
2020-06-14,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,26,47,47,26
2020-06-15,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,25,48,48,25
2020-06-16,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,25,48,48,25
2020-06-17,15,Sachsen-Anhalt,15089,LK Salzlandkreis,4,4,0,0,23,50,50,23
