dates,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,8,7,45,68,68,45
2020-04-25,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,8,6,43,70,70,43
2020-04-26,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,7,6,36,74,74,36
2020-04-27,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,7,5,35,76,76,35
2020-04-28,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,7,3,33,86,86,33
2020-04-29,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,5,3,42,90,90,42
2020-04-30,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,2,51,83,83,51
2020-05-01,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,2,49,72,72,49
2020-05-02,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,4,2,42,65,65,42
2020-05-03,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,4,2,44,63,63,44
2020-05-04,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,4,2,45,63,63,45
2020-05-05,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,4,2,52,61,61,52
2020-05-06,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,2,52,75,75,52
2020-05-07,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,4,4,52,75,75,52
2020-05-08,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,5,4,52,77,77,52
2020-05-09,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,4,4,43,66,66,43
2020-05-10,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,8,8,54,88,88,54
2020-05-11,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,4,4,54,84,84,54
2020-05-12,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,5,5,42,78,78,42
2020-05-13,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,5,4,47,74,74,47
2020-05-14,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,5,5,48,74,74,48
2020-05-15,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,5,5,46,72,72,46
2020-05-16,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,5,5,44,74,74,44
2020-05-17,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,5,5,45,73,73,45
2020-05-18,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,3,45,73,73,45
2020-05-19,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,3,46,72,72,46
2020-05-20,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,3,45,73,73,45
2020-05-21,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,3,40,78,78,40
2020-05-22,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,2,2,47,68,68,47
2020-05-23,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,2,2,47,69,69,47
2020-05-24,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,2,2,46,70,70,46
2020-05-25,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,2,2,49,69,69,49
2020-05-26,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,2,2,45,73,73,45
2020-05-27,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,3,43,77,77,43
2020-05-28,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,2,51,67,67,51
2020-05-29,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,2,44,69,69,44
2020-05-30,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,2,2,44,70,70,44
2020-05-31,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,2,2,39,75,75,39
2020-06-01,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,2,43,68,68,43
2020-06-02,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,2,2,45,69,69,45
2020-06-03,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,2,46,73,73,46
2020-06-04,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,3,53,62,62,53
2020-06-05,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,4,4,52,64,64,52
2020-06-06,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,4,4,50,66,66,50
2020-06-07,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,4,4,45,68,68,45
2020-06-08,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,5,5,46,67,67,46
2020-06-09,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,5,5,40,74,74,40
2020-06-10,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,2,40,79,79,40
2020-06-11,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,2,34,80,80,34
2020-06-12,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,2,42,81,81,42
2020-06-13,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,2,40,83,83,40
2020-06-14,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,1,41,82,82,41
2020-06-15,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,4,2,44,79,79,44
2020-06-16,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,2,50,66,66,50
2020-06-17,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,3,2,53,64,64,53
2020-06-18,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,2,2,44,69,69,44
2020-06-19,05,Nordrhein-Westfalen,05774,LK Paderborn,4,5,1,1,41,66,66,41
2020-06-20,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,1,1,51,70,70,51
2020-06-21,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,1,1,48,77,77,48
2020-06-22,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,1,1,47,75,75,47
2020-06-23,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,1,1,46,76,76,46
2020-06-24,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,1,1,49,72,72,49
2020-06-25,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,2,2,45,78,78,45
2020-06-26,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,3,3,45,77,77,45
2020-06-27,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,3,3,50,90,90,50
2020-06-28,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,3,3,48,90,90,48
2020-06-29,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,3,3,48,89,89,48
2020-06-30,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,3,2,66,88,88,66
2020-07-01,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,2,2,55,83,83,55
2020-07-02,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,2,2,59,79,79,59
2020-07-03,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,2,2,63,78,78,63
2020-07-04,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,3,2,53,63,63,53
2020-07-05,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,3,2,72,73,73,72
2020-07-06,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,3,2,68,75,75,68
2020-07-07,05,Nordrhein-Westfalen,05774,LK Paderborn,5,6,2,2,73,70,70,73
