dates,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,3,3,19,41,41,19
2020-04-25,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,3,3,16,43,43,16
2020-04-26,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,3,3,21,38,38,21
2020-04-27,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,3,3,17,33,33,17
2020-04-28,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,3,3,24,36,36,24
2020-04-29,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,2,2,25,35,35,25
2020-04-30,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,2,2,28,33,33,28
2020-05-01,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,2,2,21,40,40,21
2020-05-02,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,2,2,24,37,37,24
2020-05-03,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,2,2,25,36,36,25
2020-05-04,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,2,2,17,41,41,17
2020-05-05,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,2,1,25,38,38,25
2020-05-06,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,2,1,24,38,38,24
2020-05-07,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,2,0,18,45,45,18
2020-05-08,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,2,0,27,36,36,27
2020-05-09,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,2,0,26,37,37,26
2020-05-10,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,2,0,24,39,39,24
2020-05-11,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,2,0,21,42,42,21
2020-05-12,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,2,0,19,43,43,19
2020-05-13,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,2,0,17,45,45,17
2020-05-14,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,1,0,23,20,20,23
2020-05-15,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,1,0,18,45,45,18
2020-05-16,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,1,0,20,41,41,20
2020-05-17,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,1,0,27,38,38,27
2020-05-18,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,1,0,21,46,46,21
2020-05-19,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,26,43,43,26
2020-05-20,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,16,52,52,16
2020-05-21,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,25,44,44,25
2020-05-22,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,22,47,47,22
2020-05-23,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,26,43,43,26
2020-05-24,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,25,44,44,25
2020-05-25,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,23,45,45,23
2020-05-26,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,14,53,53,14
2020-05-27,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,11,48,48,11
2020-05-28,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,17,47,47,17
2020-05-29,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,18,48,48,18
2020-05-30,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,26,40,40,26
2020-05-31,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,27,38,38,27
2020-06-01,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,20,45,45,20
2020-06-02,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,17,47,47,17
2020-06-03,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,27,42,42,27
2020-06-04,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,20,41,41,20
2020-06-05,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,11,50,50,11
2020-06-06,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,10,51,51,10
2020-06-07,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,9,52,52,9
2020-06-08,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,12,48,48,12
2020-06-09,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,13,49,49,13
2020-06-10,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,7,51,51,7
2020-06-11,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,3,55,55,3
2020-06-12,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,8,51,51,8
2020-06-13,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,10,49,49,10
2020-06-14,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,15,44,44,15
2020-06-15,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,12,46,46,12
2020-06-16,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,9,49,49,9
2020-06-17,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,10,50,50,10
2020-06-18,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,9,52,52,9
2020-06-19,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,19,42,42,19
2020-06-20,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,9,50,50,9
2020-06-21,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,13,46,46,13
2020-06-22,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,12,47,47,12
2020-06-23,06,Hessen,06532,LK Lahn-Dill-Kreis,2,2,0,0,9,52,52,9
