date,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,6,4.0,11,26,26,11
2020-04-25,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,6,4.0,11,26,26,11
2020-04-26,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,5,4.0,12,25,25,12
2020-04-27,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,5,4.0,14,23,23,14
2020-04-28,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,5,5.0,10,27,27,10
2020-04-29,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,5,5.0,10,27,27,10
2020-04-30,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,5,4.0,10,27,27,10
2020-05-01,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,4,4.0,11,26,26,11
2020-05-02,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,5,5.0,7,30,30,7
2020-05-03,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,5,5.0,10,27,27,10
2020-05-04,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,4,4.0,7,30,30,7
2020-05-05,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,3,3.0,9,29,29,9
2020-05-06,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,2,2.0,10,28,28,10
2020-05-07,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,2,2.0,13,25,25,13
2020-05-08,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,3,3.0,14,24,24,14
2020-05-09,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,2,2.0,12,26,26,12
2020-05-10,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,3,2.0,10,24,24,10
2020-05-11,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,2,2.0,6,28,28,6
2020-05-12,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,2,1.0,3,30,30,3
2020-05-13,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,6,27,27,6
2020-05-14,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,12,21,21,12
2020-05-15,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,11,22,22,11
2020-05-16,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,9,24,24,9
2020-05-17,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,10,23,23,10
2020-05-18,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,11,22,22,11
2020-05-19,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,6,27,27,6
2020-05-20,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,8,25,25,8
2020-05-21,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,7,26,26,7
2020-05-22,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,10,23,23,10
2020-05-23,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,9,24,24,9
2020-05-24,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,11,22,22,11
2020-05-25,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,6,27,27,6
2020-05-26,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,7,26,26,7
2020-05-27,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,5,28,28,5
2020-05-28,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,6,27,27,6
2020-05-29,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,13,20,20,13
2020-05-30,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,12,21,21,12
2020-05-31,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,11,22,22,11
2020-06-01,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,15,18,18,15
2020-06-02,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,12,21,21,12
2020-06-03,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,5,30,30,5
2020-06-04,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,3,32,32,3
2020-06-05,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,2,33,33,2
2020-06-06,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,8,27,27,8
2020-06-07,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,9,26,26,9
2020-06-08,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,7,28,28,7
2020-06-09,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,9,26,26,9
2020-06-10,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,11,24,24,11
2020-06-11,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,12,23,23,12
2020-06-12,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,12,23,23,12
2020-06-13,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,12,23,23,12
2020-06-14,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,11,22,22,11
2020-06-15,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,12,23,23,12
2020-06-16,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,9,26,26,9
2020-06-17,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,10,24,24,10
2020-06-18,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,9,30,30,9
2020-06-19,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,9,30,30,9
2020-06-20,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,15,24,24,15
2020-06-21,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,18,21,21,18
2020-06-22,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,16,23,23,16
2020-06-23,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,20,19,19,20
2020-06-24,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,13,26,26,13
2020-06-25,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,19,20,20,19
2020-06-26,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,16,23,23,16
2020-06-27,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,8,31,31,8
2020-06-28,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,13,26,26,13
2020-06-29,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,12,27,27,12
2020-06-30,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,11,28,28,11
2020-07-01,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,17,22,22,17
2020-07-02,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,13,27,27,13
2020-07-03,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,12,26,26,12
2020-07-04,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,7,31,31,7
2020-07-05,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,13,26,26,13
2020-07-06,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,9,31,31,9
2020-07-07,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,8,30,30,8
2020-07-08,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,6,32,32,6
2020-07-09,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,3,34,34,3
2020-07-10,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,6,32,32,6
2020-07-11,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,11,27,27,11
2020-07-12,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,12,27,27,12
2020-07-13,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,14,24,24,14
2020-07-14,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,7,31,31,7
2020-07-15,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,7,31,31,7
2020-07-16,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,16,22,22,16
2020-07-17,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,7,31,31,7
2020-07-18,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,7,31,31,7
2020-07-19,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,5,32,32,5
2020-07-20,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,7,31,31,7
2020-07-21,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,10,28,28,10
2020-07-22,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,11,27,27,11
2020-07-23,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,12,26,26,12
2020-07-24,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,5,33,33,5
2020-07-25,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,8,27,27,8
2020-07-26,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,24,18,18,24
2020-07-27,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,18,20,20,18
2020-07-28,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,9,29,29,9
2020-07-29,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,16,24,24,16
2020-07-30,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,7,33,33,7
2020-07-31,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,12,28,28,12
2020-08-01,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,19,21,21,19
2020-08-02,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,18,22,22,18
2020-08-03,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,15,25,25,15
2020-08-04,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,13,27,27,13
2020-08-05,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,11,29,29,11
2020-08-06,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,12,28,28,12
2020-08-07,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,15,24,24,15
2020-08-08,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,13,25,25,13
2020-08-09,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,16,18,18,16
2020-08-10,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,13,17,17,13
2020-08-11,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,10,24,24,10
2020-08-12,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,17,17,17,17
2020-08-13,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,9,29,29,9
2020-08-14,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,5,34,34,5
2020-08-15,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,12,28,28,12
2020-08-16,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,13,27,27,13
2020-08-17,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,11,26,26,11
2020-08-18,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,11,26,26,11
2020-08-19,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,6,31,31,6
2020-08-20,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,9,31,31,9
2020-08-21,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,12,28,28,12
2020-08-22,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,14,26,26,14
2020-08-23,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,16,24,24,16
2020-08-24,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,14,26,26,14
2020-08-25,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,10,30,30,10
2020-08-26,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,0,0.0,16,24,24,16
2020-08-27,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,14,26,26,14
2020-08-28,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,14,26,26,14
2020-08-29,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,20,20,20,20
2020-08-30,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,2,0.0,18,22,22,18
2020-08-31,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,10,27,27,10
2020-09-01,1,Schleswig-Holstein,1056,LK Pinneberg,2,2,1,0.0,9,28,28,9
