date,bundesland_id,bundesland_name,landkreis_id,landkreis_name,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,intensivbetten_frei,occupancy,intensivbetten_belegt_erwachsen,intensivbetten_frei_erwachsen
2020-04-24,5,Nordrhein-Westfalen,5515,SK Münster,7,8,16,12.0,60,189,189,60
2020-04-25,5,Nordrhein-Westfalen,5515,SK Münster,7,8,14,11.0,61,189,189,61
2020-04-26,5,Nordrhein-Westfalen,5515,SK Münster,7,8,14,11.0,64,184,184,64
2020-04-27,5,Nordrhein-Westfalen,5515,SK Münster,7,8,13,11.0,69,185,185,69
2020-04-28,5,Nordrhein-Westfalen,5515,SK Münster,7,8,12,11.0,60,187,187,60
2020-04-29,5,Nordrhein-Westfalen,5515,SK Münster,7,8,11,10.0,64,182,182,64
2020-04-30,5,Nordrhein-Westfalen,5515,SK Münster,7,8,13,12.0,58,188,188,58
2020-05-01,5,Nordrhein-Westfalen,5515,SK Münster,7,8,12,11.0,53,190,190,53
2020-05-02,5,Nordrhein-Westfalen,5515,SK Münster,7,8,12,11.0,61,180,180,61
2020-05-03,5,Nordrhein-Westfalen,5515,SK Münster,7,8,12,10.0,55,186,186,55
2020-05-04,5,Nordrhein-Westfalen,5515,SK Münster,7,8,13,11.0,59,187,187,59
2020-05-05,5,Nordrhein-Westfalen,5515,SK Münster,7,8,13,11.0,56,190,190,56
2020-05-06,5,Nordrhein-Westfalen,5515,SK Münster,7,8,12,10.0,53,192,192,53
2020-05-07,5,Nordrhein-Westfalen,5515,SK Münster,7,8,11,8.0,48,201,201,48
2020-05-08,5,Nordrhein-Westfalen,5515,SK Münster,7,8,12,8.0,53,196,196,53
2020-05-09,5,Nordrhein-Westfalen,5515,SK Münster,7,8,10,7.0,56,193,193,56
2020-05-10,5,Nordrhein-Westfalen,5515,SK Münster,7,8,10,6.0,44,201,201,44
2020-05-11,5,Nordrhein-Westfalen,5515,SK Münster,7,8,9,5.0,60,188,188,60
2020-05-12,5,Nordrhein-Westfalen,5515,SK Münster,7,8,9,5.0,55,193,193,55
2020-05-13,5,Nordrhein-Westfalen,5515,SK Münster,7,8,8,4.0,56,192,192,56
2020-05-14,5,Nordrhein-Westfalen,5515,SK Münster,7,8,10,6.0,54,195,195,54
2020-05-15,5,Nordrhein-Westfalen,5515,SK Münster,7,8,7,5.0,55,197,197,55
2020-05-16,5,Nordrhein-Westfalen,5515,SK Münster,7,8,6,5.0,49,199,199,49
2020-05-17,5,Nordrhein-Westfalen,5515,SK Münster,7,8,6,5.0,52,191,191,52
2020-05-18,5,Nordrhein-Westfalen,5515,SK Münster,7,8,6,5.0,56,192,192,56
2020-05-19,5,Nordrhein-Westfalen,5515,SK Münster,7,8,7,6.0,56,191,191,56
2020-05-20,5,Nordrhein-Westfalen,5515,SK Münster,7,8,7,6.0,51,198,198,51
2020-05-21,5,Nordrhein-Westfalen,5515,SK Münster,7,8,4,4.0,45,198,198,45
2020-05-22,5,Nordrhein-Westfalen,5515,SK Münster,7,8,4,4.0,54,206,206,54
2020-05-23,5,Nordrhein-Westfalen,5515,SK Münster,7,8,4,4.0,37,218,218,37
2020-05-24,5,Nordrhein-Westfalen,5515,SK Münster,7,8,4,4.0,45,212,212,45
2020-05-25,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,53,208,208,53
2020-05-26,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,45,209,209,45
2020-05-27,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,38,209,209,38
2020-05-28,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,37,212,212,37
2020-05-29,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,36,212,212,36
2020-05-30,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,29,217,217,29
2020-05-31,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,37,210,210,37
2020-06-01,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,39,208,208,39
2020-06-02,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,36,215,215,36
2020-06-03,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,33,216,216,33
2020-06-04,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,30,217,217,30
2020-06-05,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,29,222,222,29
2020-06-06,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,27,222,222,27
2020-06-07,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,25,223,223,25
2020-06-08,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,36,214,214,36
2020-06-09,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,29,221,221,29
2020-06-10,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,22,226,226,22
2020-06-11,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,21,227,227,21
2020-06-12,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,39,210,210,39
2020-06-13,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,38,206,206,38
2020-06-14,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,38,208,208,38
2020-06-15,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,3.0,42,203,203,42
2020-06-16,5,Nordrhein-Westfalen,5515,SK Münster,7,8,4,4.0,33,215,215,33
2020-06-17,5,Nordrhein-Westfalen,5515,SK Münster,7,8,4,4.0,25,225,225,25
2020-06-18,5,Nordrhein-Westfalen,5515,SK Münster,7,8,4,3.0,36,222,222,36
2020-06-19,5,Nordrhein-Westfalen,5515,SK Münster,7,8,4,3.0,38,219,219,38
2020-06-20,5,Nordrhein-Westfalen,5515,SK Münster,7,8,4,3.0,37,217,217,37
2020-06-21,5,Nordrhein-Westfalen,5515,SK Münster,7,8,4,3.0,35,219,219,35
2020-06-22,5,Nordrhein-Westfalen,5515,SK Münster,7,8,4,3.0,35,223,223,35
2020-06-23,5,Nordrhein-Westfalen,5515,SK Münster,7,8,4,2.0,31,227,227,31
2020-06-24,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,2.0,36,266,266,36
2020-06-25,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,2.0,36,266,266,36
2020-06-26,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,2.0,32,267,267,32
2020-06-27,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,2.0,41,262,262,41
2020-06-28,5,Nordrhein-Westfalen,5515,SK Münster,7,8,2,1.0,40,259,259,40
2020-06-29,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,2.0,52,247,247,52
2020-06-30,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,2.0,51,250,250,51
2020-07-01,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,2.0,40,260,260,40
2020-07-02,5,Nordrhein-Westfalen,5515,SK Münster,7,8,3,1.0,41,259,259,41
2020-07-03,5,Nordrhein-Westfalen,5515,SK Münster,7,8,2,1.0,39,257,257,39
2020-07-04,5,Nordrhein-Westfalen,5515,SK Münster,7,8,2,1.0,41,255,255,41
